,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,User,Item,product,jaccard
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,C113,6,"{'13484', '1449', '20468', '15230', '6427', '4200', '9364'}",0.0
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,C114,4,"{'568', '1690', '8431', '9708', '15635'}",0.06666666666666667
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,C115,3,"{'13099', '15763', '9711', '10472'}",0.07142857142857142
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,C116,6,"{'20638', '22477', '1010', '7071', '13983', '6483', '1980'}",0.0
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,C117,1,"{'5084', '20922'}",0.0
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,C118,9,"{'5942', '5977', '7002', '9211', '7444', '7160', '4300', '4780', '19889', '1560'}",0.05
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,C119,1,"{'3910', '22632'}",0.0
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,C120,4,"{'9808', '3702', '7818', '8640', '2034'}",0.06666666666666667
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,C121,4,"{'4722', '4211', '7071', '15587', '20973'}",0.0
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,C122,1,"{'3715', '4464'}",0.0
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,C123,3,"{'4401', '13631', '23479', '12224'}",0.0
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,C124,1,"{'3715', '6226'}",0.0
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,C125,3,"{'6188', '20700', '6903', '94'}",0.0
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,C126,5,"{'13595', '15230', '22881', '3910', '4781'}",0.0
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,C127,5,"{'13595', '3155', '12809', '850', '13846', '1980'}",0.0
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,C128,1,"{'5420', '23470'}",0.0
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,C129,4,"{'23479', '3702', '6483', '13214', '6046'}",0.0
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,C130,4,"{'13723', '4561', '13595', '6188', '13064'}",0.0
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,C131,2,"{'21029', '10726', '23470'}",0.0
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,C132,9,"{'568', '11776', '5096', '12411', '21029', '7071', '13064', '3615', '1980'}",0.0
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,C133,10,"{'5977', '13362', '11776', '12691', '523', '15230', '23489', '6483', '13214', '14453', '7278'}",0.1
134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,C134,5,"{'82', '4561', '4464', '3597', '14480', '6427'}",0.0
135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,C135,2,"{'4322', '22477', '23589'}",0.0
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,C136,2,"{'15470', '22632', '15882'}",0.0
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,C137,9,"{'6838', '4340', '2078', '1010', '4160', '6371', '13951', '2026', '216', '11344'}",0.05
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,C138,6,"{'3392', '15421', '6931', '13410', '4464', '8112', '3488'}",0.0
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,C139,8,"{'5977', '4722', '439', '9211', '20824', '13122', '94', '1444', '14108'}",0.0
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,C140,4,"{'7430', '7113', '4300', '8708', '7155'}",0.0
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,C141,2,"{'4322', '1872', '4492'}",0.0
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,C142,7,"{'13562', '7113', '5951', '285', '2432', '14453', '10726', '1444'}",0.0
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,C143,7,"{'18029', '22137', '1449', '13099', '22881', '3910', '189', '3488'}",0.0
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,C144,2,"{'14108', '20468', '3392'}",0.0
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,C145,4,"{'13631', '21029', '7071', '189', '21828'}",0.0
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,C146,9,"{'19139', '21022', '23470', '285', '13366', '5420', '8528', '8654', '6226', '4781'}",0.0
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,C147,2,"{'7071', '960', '3658'}",0.0
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,C148,8,"{'2078', '18519', '4300', '12809', '19889', '1454', '4781', '11344', '1980'}",0.05263157894736842
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,C149,3,"{'6810', '13983', '4322', '1560'}",0.0
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,C150,1,"{'21022', '11895'}",0.0
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,C151,5,"{'13099', '20973', '5904', '13064', '6046', '4426'}",0.0
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,C152,2,"{'1454', '7278', '21426'}",0.07692307692307693
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,C153,6,"{'4312', '4308', '7990', '6838', '285', '15807', '6309'}",0.0
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,C154,10,"{'3715', '8152', '6046', '4008', '5904', '6483', '13846', '21828', '12986', '2121'}",0.0
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,C155,10,"{'18029', '8882', '8113', '11776', '14195', '23489', '5904', '10726', '7058', '7155', '23486'}",0.047619047619047616
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,C156,2,"{'3702', '7818', '8654'}",0.0
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,C157,10,"{'13362', '1449', '523', '9', '11862', '6427', '22881', '4401', '216', '6046', '15843'}",0.15789473684210525
158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,C158,8,"{'21022', '12078', '6783', '7248', '7830', '2078', '1396', '8654', '15587'}",0.0
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,C159,3,"{'3099', '7058', '3392', '12014'}",0.0
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,C160,4,"{'15529', '7679', '30', '1449', '7278'}",0.06666666666666667
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,C161,7,"{'9711', '11658', '14793', '15912', '10833', '15635', '1444', '16328'}",0.05555555555555555
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,C162,2,"{'2004', '9708', '12694'}",0.07692307692307693
163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,C163,9,"{'5977', '14044', '3715', '4464', '7160', '21029', '3099', '13966', '10833', '1560'}",0.0
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,C164,1,"{'6810', '11344'}",0.0
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,C165,4,"{'4464', '514', '13846', '1560', '7316'}",0.0
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,C166,6,"{'5977', '3599', '12411', '4160', '4008', '7223', '2026'}",0.0
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,C167,7,"{'14044', '13362', '7002', '14793', '3155', '6008', '6046', '15587'}",0.0
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,C168,6,"{'7566', '14044', '7113', '12691', '14793', '3702', '5904'}",0.0
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,C169,7,"{'5942', '14191', '7444', '3702', '14453', '7058', '4426'}",0.0
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,C170,7,"{'2157', '5977', '6991', '7878', '20638', '11862', '8528', '13951'}",0.05555555555555555
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,C171,7,"{'13410', '12078', '20638', '20922', '9808', '4322', '3910', '8640'}",0.0
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,C172,2,"{'5942', '7444', '2432'}",0.0
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,C173,5,"{'22632', '18519', '4322', '19889', '4401', 'id'}",0.0625
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,C174,5,"{'9058', '12691', '4211', '189', '6903'}",0.0
175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,C175,1,"{'1454', '20922'}",0.0
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,C176,1,"{'12552', '850'}",0.0
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,C177,4,"{'18029', '3950', '6783', '14480', '9364'}",0.0
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,C178,5,"{'18839', '82', '12078', '1449', '4200', '8815'}",0.0
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,C179,2,"{'20824', '4398'}",0.0
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,C180,6,"{'22137', '7220', '4340', '15695', '10833', '2026', '1560'}",0.0
181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,C181,2,"{'4308', '23489', '6483'}",0.07692307692307693
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,C182,2,"{'1968', '14044', '6371'}",0.0
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,C183,1,"{'7071', '12986'}",0.0
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,C184,2,"{'13931', '3910', '4242'}",0.0
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,C185,8,"{'15529', '3658', '7002', '3488', '2117', '4160', '3615', '1444', '4781'}",0.0
186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,C186,8,"{'20236', '13931', '2432', '11862', '3702', '6483', '6008', '7316', '15843'}",0.05263157894736842
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,C187,6,"{'14044', '8882', '15421', '15763', '9056', '15695', '850'}",0.0
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,C188,7,"{'14191', '3637', '13362', '1968', '20638', '12869', '13966', '6008'}",0.0
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,C189,7,"{'18839', '7430', '7679', '14793', '18519', '94', '4401', 'id'}",0.0
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,C190,7,"{'2157', '19139', '12411', '3702', '6253', '14453', '12986', '7155'}",0.0
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,C191,10,"{'18461', '12552', '960', '8996', '12411', '7444', '22632', '4300', '7818', '19889', '189'}",0.047619047619047616
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,C192,6,"{'14191', '9211', '767', '12927', '5143', '6630', '21019'}",0.058823529411764705
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,C193,5,"{'4312', '5942', '13099', '15912', '4978', '4200'}",0.0
194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,C194,10,"{'9211', '6188', '20824', '7160', '13631', '5143', '13931', '6944', '189', '3488', '23679'}",0.047619047619047616
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,C195,10,"{'3658', '11658', '6810', '349', '4978', '4780', '2117', '10833', '14453', '23486', '1980'}",0.0
196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,C196,6,"{'9711', '9058', '5420', '4008', '19889', '3615', '15843'}",0.2
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,C197,10,"{'14191', '2990', '3599', '4340', '9808', '5420', '3910', '13951', '14108', '23679', '12694'}",0.0
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,C198,10,"{'4308', '7002', '6838', '523', '6483', '3910', '11344', '2034', '8708', '4414', '12694'}",0.047619047619047616
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,C199,8,"{'13030', '6248', '13484', '7223', '9708', '8640', '23589', '14108', '7155'}",0.05263157894736842
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,C200,2,"{'6838', '13562', '8113'}",0.0
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,C201,1,{'6903'},0.0
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,C202,9,"{'18029', '7430', '7220', '15230', '4780', '7071', '3702', '4492', '2034', '6309'}",0.05
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,C203,10,"{'568', '21019', '4340', '13931', '9808', '12249', '23471', '13064', '3488', '3156', '11767'}",0.0
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,C204,9,"{'4722', '13931', '514', '12869', '5939', '9364', '13951', '189', '20539', '14108'}",0.0
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,C205,3,"{'11767', '4492', '14480', '5096'}",0.0
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,C206,5,"{'5942', '6834', '3637', '12691', '18519', '8654'}",0.0
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,C207,2,"{'12986', '8431', '14044'}",0.0
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,C208,7,"{'13044', '3392', '13931', '9056', '1396', '13064', '13846', '12224'}",0.0
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,C209,8,"{'14191', '13562', '3637', '1690', '12869', '216', '7316', '1560', '23486'}",0.05263157894736842
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,C210,1,"{'4781', '4401'}",0.0
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,C211,7,"{'5084', '12259', '15763', '20468', '4200', '4008', '6008', '4426'}",0.0
212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,C212,5,"{'15470', '523', '6427', '4008', '9708', '16328'}",0.0625
213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,C213,10,"{'18029', '439', '20638', '285', '13631', '15912', '4200', '11862', '13966', '11344', '4426'}",0.0
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,C214,4,"{'4312', '1690', '3392', '7278', '581'}",0.06666666666666667
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,C215,6,"{'18839', '6889', '8996', '7878', '15705', '7248', '5904'}",0.058823529411764705
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,C216,9,"{'7002', '13362', '30', '20700', '2078', '13983', '1532', '23589', '6253', '3488'}",0.0
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,C217,5,"{'11658', '7430', '12927', '4211', '4200', '3615'}",0.0
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,C218,10,"{'4312', '19139', '8112', '3597', '13366', '9785', '514', '12869', '5420', '9364', '21426'}",0.0
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,C219,9,"{'18029', '6991', '2004', '3155', '13366', '15912', '12869', '19889', '13846', '20539'}",0.05
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,C220,2,"{'21022', '6931', '20922'}",0.0
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,C221,9,"{'13044', '4722', '439', '1449', '349', '23470', '18777', '1872', '14453', '6226'}",0.0
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,C222,3,"{'13484', '1449', '523', '21426'}",0.0
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,C223,6,"{'5977', '8431', '23470', '22477', '4780', '7071', '16328'}",0.0
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,C224,8,"{'15470', '13362', '9058', '4200', '12869', '9115', '26789', '4414'}",0.0
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,C225,2,"{'5977', '18461', '7444'}",0.0
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,C226,10,"{'4722', '19139', '6889', '3599', '7430', '5951', '9785', '4200', '21029', '6309'}",0.0
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,C227,4,"{'19139', '8882', '23489', '6371', 'id'}",0.06666666666666667
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,C228,9,"{'5084', '15470', '1341', '8815', '3099', '10472', '13214', '9115', '1454', '12986'}",0.0
229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,C229,10,"{'4219', '3599', '20236', '7444', '22632', '3099', '10472', '12809', '21426', '15635', 'id'}",0.0
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,C230,9,"{'13044', '22196', '7002', '7679', '12691', '13484', '7160', '7818', '6008', '23589'}",0.0
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,C231,10,"{'4722', '6248', '12259', '6810', '4340', '7878', '13966', '94', '26789', '14108', '1980'}",0.047619047619047616
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,C232,4,"{'22137', '8113', '20700', '12869', '2117'}",0.0
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,C233,3,"{'9055', '8431', '6309', '4492'}",0.0
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,C234,10,"{'13723', '1341', '8882', '20700', '523', '13366', '3702', '3099', '23471', '1396', '2026'}",0.0
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,C235,7,"{'3599', '7113', '13631', '4780', '4160', '9115', '3615', '12694'}",0.0
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,C236,1,"{'13362', '7830'}",0.0
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,C237,6,"{'4219', '3597', '7160', '3155', '4200', '9364', '11767'}",0.0
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,C238,9,"{'3658', '19139', '8113', '767', '7830', '13064', '15635', '13846', '13030', '12694'}",0.0
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,C239,4,"{'4312', '8996', '5143', '1444', '6903'}",0.06666666666666667
